Name,CAS Number,SMILES,Formula,Category,Classification 1
piroxicam,36322-90-4,CN1C(C(=O)NC2=NC=CC=C2)=C(O)C2=C(C=CC=C2)S1(=O)=O,C15H13N3O4S,C,Musculoskeletal System
pitavastatin,147511-69-1,O[C@H](C[C@H](O)\C=C\C1=C(N=C2C=CC=CC2=C1C1=CC=C(F)C=C1)C1CC1)CC(O)=O,C25H24FNO4,D,Cardiovascular System
pizotifen,15574-96-6,CN1CCC(CC1)=C1C2=C(CCC3=CC=CC=C13)SC=C2,C19H21NS,B1,Cardiovascular System
plitidepsin,137219-37-5,[H][C@@]12CCCN1C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)C(=O)[C@@H](OC(=O)C[C@H](O)[C@]([H])(NC(=O)[C@@H](NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]1CCCN1C(=O)C(C)=O)[C@@H](C)OC(=O)[C@H](CC1=CC=C(OC)C=C1)N(C)C2=O)[C@@H](C)CC)C(C)C,C57H87N7O15,D,Antineoplastic Agents
pomalidomide,19171-19-8,NC1=CC=CC2=C1C(=O)N(C1CCC(=O)NC1=O)C2=O,C13H11N3O4,X,Allergy and Immune System
ponesimod,854107-55-4,CCC\N=C1/S\C(=C/C2=CC=C(OC[C@H](O)CO)C(Cl)=C2)C(=O)N1C1=CC=CC=C1C,C23H25ClN2O4S,D,Allergy and Immune System
pralatrexate,146464-95-1,NC1=NC2=NC=C(CC(CC#C)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(O)=O)C(O)=O)N=C2C(N)=N1,C23H23N7O5,D,Antineoplastic Agents
pralsetinib,2097132-94-8,CO[C@@]1(CC[C@@H](CC1)C1=NC(NC2=NNC(C)=C2)=CC(C)=N1)C(=O)N[C@@H](C)C1=CC=C(N=C1)N1C=C(F)C=N1,C27H32FN9O2,D,Antineoplastic Agents
pramipexole,104632-26-0,CCCN[C@H]1CCC2=C(C1)SC(N)=N2,C10H17N3S,B3,Central Nervous System
prasterone,53-43-0,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC=C2C[C@@]([H])(O)CC[C@]12C,C19H28O2,D,Genitourinary System
prasugrel,150322-43-3,CC(=O)OC1=CC2=C(CCN(C2)C(C(=O)C2CC2)C2=CC=CC=C2F)S1,C20H20FNO3S,B1,Cardiovascular System
pravastatin,81093-37-0,[H][C@]12[C@H](C[C@H](O)C=C1C=C[C@H](C)[C@@H]2CC[C@@H](O)C[C@@H](O)CC(O)=O)OC(=O)[C@@H](C)CC,C23H36O7,D,Cardiovascular System
praziquantel,55268-74-1,O=C(C1CCCCC1)N1CC2N(CCC3=CC=CC=C23)C(=O)C1,C19H24N2O2,B1,Antimicrobials
prazosin,19216-56-9,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1=CC=CO1,C19H21N5O4,B2,Cardiovascular System
prednisolone,50-24-8,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H28O5,A,Endocrine System
prednisone,53-03-2,[H][C@@]12CC[C@](O)(C(=O)CO)[C@@]1(C)CC(=O)[C@@]1([H])[C@@]2([H])CCC2=CC(=O)C=C[C@]12C,C21H26O5,A,Endocrine System
pregabalin,148553-50-8,CC(C)C[C@H](CN)CC(O)=O,C8H17NO2,D,Central Nervous System
primidone,125-33-7,CCC1(C(=O)NCNC1=O)C1=CC=CC=C1,C12H14N2O2,D,Central Nervous System
probenecid,57-66-9,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(O)=O,C13H19NO4S,B2,Musculoskeletal System
probucol,23288-49-5,CC(C)(SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C)SC1=CC(=C(O)C(=C1)C(C)(C)C)C(C)(C)C,C31H48O2S2,B1,Cardiovascular System
procainamide,51-06-9,CCN(CC)CCNC(=O)C1=CC=C(N)C=C1,C13H21N3O,B2,Cardiovascular System
procarbazine,671-16-9,CNNCC1=CC=C(C=C1)C(=O)NC(C)C,C12H19N3O,D,Antineoplastic Agents
prochlorperazine,58-38-8,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,C20H24ClN3S,C,Central Nervous System
procyclidine,77-37-2,OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1,C19H29NO,A,Central Nervous System
progesterone,57-83-0,[H][C@@]12CC[C@H](C(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C21H30O2,A,Endocrine System
proguanil,500-92-5,CC(C)NC(=N)NC(=N)NC1=CC=C(Cl)C=C1,C11H16ClN5,B2,Antimicrobials
promazine,58-40-2,CN(C)CCCN1C2=CC=CC=C2SC2=CC=CC=C12,C17H20N2S,C,Central Nervous System
promethazine,60-87-7,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,C17H20N2S,C,Allergy and Immune System
promethazine,60-87-7,CC(CN1C2=CC=CC=C2SC2=CC=CC=C12)N(C)C,C17H20N2S,C,Central Nervous System
propantheline,298-50-0,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,C23H30NO3,B2,Alimentary System
propantheline,298-50-0,CC(C)[N+](C)(CCOC(=O)C1C2=CC=CC=C2OC2=CC=CC=C12)C(C)C,C23H30NO3,B2,Cholinergic and Anticholinergic Agents
propofol,2078-54-8,CC(C)C1=CC=CC(C(C)C)=C1O,C12H18O,C,Drugs Used in Anaesthesia
propranolol,525-66-6,CC(C)NCC(O)COC1=CC=CC2=C1C=CC=C2,C16H21NO2,C,Cardiovascular System
propylthiouracil,51-52-5,CCCC1=CC(=O)NC(=S)N1,C7H10N2OS,D,Endocrine System
protamine,9012-00-4,nan,,B2,Cardiovascular System
protriptyline,438-60-8,CNCCCC1C2=CC=CC=C2C=CC2=CC=CC=C12,C19H21N,C,Central Nervous System
prucalopride,179474-81-8,COCCCN1CCC(CC1)NC(=O)C1=C2OCCC2=C(N)C(Cl)=C1,C18H26ClN3O3,B1,Alimentary System
pseudoephedrine,90-82-4,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,C10H15NO,B2,Cardiovascular System
pseudoephedrine,90-82-4,CN[C@@H](C)[C@@H](O)C1=CC=CC=C1,C10H15NO,B2,Respiratory System
pyrazinamide,98-96-4,NC(=O)C1=NC=CN=C1,C5H5N3O,B2,Antimicrobials
pyridostigmine,155-97-5,CN(C)C(=O)OC1=C[N+](C)=CC=C1,C9H13N2O2,C,Drugs Used in Myasthenia Gravis
pyrimethamine,58-14-0,CCC1=C(C(N)=NC(N)=N1)C1=CC=C(Cl)C=C1,C12H13ClN4,B3,Antimicrobials
quetiapine,111974-69-7,OCCOCCN1CCN(CC1)C1=NC2=CC=CC=C2SC2=CC=CC=C12,C21H25N3O2S,C,Central Nervous System
quinagolide,87056-78-8,[H][C@]12C[C@@H](CN(CCC)[C@]1([H])CC1=CC=CC(O)=C1C2)NS(=O)(=O)N(CC)CC,C20H33N3O3S,B3,Endocrine System
quinapril,85441-61-8,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N1CC2=CC=CC=C2C[C@H]1C(O)=O,C25H30N2O5,D,Cardiovascular System
quinethazone,73-49-4,CCC1NC(=O)C2=CC(=C(Cl)C=C2N1)S(N)(=O)=O,C10H12ClN3O3S,C,Cardiovascular System
quinidine,56-54-2,[H][C@@]12CCN(C[C@@H]1C=C)[C@]([H])(C2)[C@@H](O)C1=C2C=C(OC)C=CC2=NC=C1,C20H24N2O2,C,Cardiovascular System
quinine,130-95-0,[H][C@]1(C[C@@H]2CC[N@]1C[C@@H]2C=C)[C@H](O)C1=CC=NC2=CC=C(OC)C=C12,C20H24N2O2,D,Musculoskeletal System
rabeprazole,117976-89-3,COCCCOC1=C(C)C(CS(=O)C2=NC3=CC=CC=C3N2)=NC=C1,C18H21N3O3S,B1,Alimentary System
raloxifene,84449-90-1,OC1=CC=C(C=C1)C1=C(C(=O)C2=CC=C(OCCN3CCCCC3)C=C2)C2=C(S1)C=C(O)C=C2,C28H27NO4S,X,Endocrine System
raltitrexed,112887-68-0,CN(CC1=CC2=C(NC(C)=NC2=O)C=C1)C1=CC=C(S1)C(=O)N[C@@H](CCC(O)=O)C(O)=O,C21H22N4O6S,D,Antineoplastic Agents
ramipril,87333-19-5,[H][C@@]12CCC[C@]1([H])N([C@@H](C2)C(O)=O)C(=O)[C@H](C)N[C@@H](CCC1=CC=CC=C1)C(=O)OCC,C23H32N2O5,D,Cardiovascular System
ranitidine,66357-35-5,CNC(NCCSCC1=CC=C(CN(C)C)O1)=C[N+]([O-])=O,C13H22N4O3S,B1,Alimentary System
rasagiline,136236-51-6,C#CCN[C@@H]1CCC2=CC=CC=C12,C12H13N,B3,Central Nervous System
reboxetine,71620-89-8,[H][C@@]1(CNCCO1)[C@H](OC1=CC=CC=C1OCC)C1=CC=CC=C1,C19H23NO3,B1,Central Nervous System
regorafenib,755037-03-7,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,C21H15ClF4N4O3,D,Antineoplastic Agents
remdesivir,1809249-37-3,CCC(CC)COC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@](C#N)([C@H](O)[C@@H]1O)C1=CC=C2N1N=CN=C2N)OC1=CC=CC=C1,C27H35N6O8P,B2,Antimicrobials
remifentanil,132875-61-7,CCC(=O)N(C1=CC=CC=C1)C1(CCN(CCC(=O)OC)CC1)C(=O)OC,C20H28N2O5,C,Central Nervous System
repaglinide,135062-02-1,CCOC1=C(C=CC(CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N2CCCCC2)=C1)C(O)=O,C27H36N2O4,C,Endocrine System
ribavirin,36791-04-5,NC(=O)C1=NN(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C8H12N4O5,X,Antimicrobials
ribociclib,1211441-98-3,CN(C)C(=O)C1=CC2=CN=C(NC3=CC=C(C=N3)N3CCNCC3)N=C2N1C1CCCC1,C23H30N8O,D,Antineoplastic Agents
rifabutin,72559-06-9,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(C(O)=C3C)C(=O)C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)=C1NC3(CCN(CC3)CC(C)C)N=C21,C46H62N4O11,C,Antimicrobials
rifampicin,13292-46-1,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C2=O)C2=C(O)C(\C=N\N4CCN(C)CC4)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C(O)=C2C(O)=C3C,C43H58N4O12,C,Antimicrobials
rifaximin,80621-81-4,CO[C@H]1\C=C\O[C@@]2(C)OC3=C(C)C(O)=C4C(O)=C(NC(=O)\C(C)=C/C=C/[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C)C1=C(N=C5C=C(C)C=CN15)C4=C3C2=O,C43H51N3O11,B1,Antimicrobials
rilpivirine,500287-72-9,CC1=CC(\C=C\C#N)=CC(C)=C1NC1=CC=NC(NC2=CC=C(C=C2)C#N)=N1,C22H18N6,B1,Antimicrobials
riluzole,1744-22-5,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,C8H5F3N2OS,B3,Central Nervous System
rimiterol,32953-89-2,O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1,C12H17NO3,A,Cardiovascular System
rimiterol,32953-89-2,O[C@@H]([C@@H]1CCCCN1)C1=CC(O)=C(O)C=C1,C12H17NO3,A,Respiratory System
riociguat,625115-55-1,COC(=O)N(C)C1=C(N)N=C(N=C1N)C1=NN(CC2=C(F)C=CC=C2)C2=C1C=CC=N2,C20H19FN8O2,X,Cardiovascular System
ripretinib,1442472-39-0,CCN1C(=O)C(=CC2=C1C=C(NC)N=C2)C1=C(Br)C=C(F)C(NC(=O)NC2=CC=CC=C2)=C1,C24H21BrFN5O2,D,Antineoplastic Agents
risdiplam,1825352-65-5,CC1=CN2N=C(C=C(C)C2=N1)C1=CC(=O)N2C=C(C=CC2=N1)N1CCNC2(CC2)C1,C22H23N7O,D,Musculoskeletal System
risperidone,106266-06-2,CC1=C(CCN2CCC(CC2)C2=NOC3=C2C=CC(F)=C3)C(=O)N2CCCCC2=N1,C23H27FN4O2,C,Central Nervous System
ritonavir,155213-67-5,CC(C)[C@H](NC(=O)N(C)CC1=CSC(=N1)C(C)C)C(=O)N[C@H](C[C@H](O)[C@H](CC1=CC=CC=C1)NC(=O)OCC1=CN=CS1)CC1=CC=CC=C1,C37H48N6O5S2,B3,Antimicrobials
rivaroxaban,366789-02-8,ClC1=CC=C(S1)C(=O)NC[C@H]1CN(C(=O)O1)C1=CC=C(C=C1)N1CCOCC1=O,C19H18ClN3O5S,C,Cardiovascular System
rivastigmine,123441-03-2,CCN(C)C(=O)OC1=CC=CC(=C1)[C@H](C)N(C)C,C14H22N2O2,B2,Cholinergic and Anticholinergic Agents
rizatriptan,144034-80-0,CN(C)CCC1=CNC2=C1C=C(CN1C=NC=N1)C=C2,C15H19N5,B1,Cardiovascular System
rocuronium,143558-00-3,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](O)[C@H](C[C@]12C)N1CCOCC1)[N+]1(CC=C)CCCC1,C32H53N2O4,B2,Drugs Used in Anaesthesia
rofecoxib,162011-90-7,CS(=O)(=O)C1=CC=C(C=C1)C1=C(C(=O)OC1)C1=CC=CC=C1,C17H14O4S,C,Musculoskeletal System
ropinirole,91374-21-9,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1,C16H24N2O,B3,Central Nervous System
ropivacaine,84057-95-4,CCCN1CCCC[C@H]1C(=O)NC1=C(C)C=CC=C1C,C17H26N2O,B1,Drugs Used in Anaesthesia
rosiglitazone,122320-73-4,CN(CCOC1=CC=C(CC2SC(=O)NC2=O)C=C1)C1=CC=CC=N1,C18H19N3O3S,B3,Endocrine System
rosuvastatin,287714-41-4,CC(C)C1=NC(=NC(C2=CC=C(F)C=C2)=C1\C=C\[C@@H](O)C[C@@H](O)CC(=O)O)N(C)S(C)(=O)=O,C22H28FN3O6S,D,Cardiovascular System
rotigotine,99755-59-6,CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(O)C=CC=C2C1,C19H25NOS,B3,Central Nervous System
roxithromycin,80214-83-1,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O,C41H76N2O15,B1,Antimicrobials
rufinamide,106308-44-5,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,C10H8F2N4O,B3,Central Nervous System
salbutamol,18559-94-9,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,C13H21NO3,A,Cardiovascular System
salbutamol,18559-94-9,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,C13H21NO3,A,Genitourinary System
salbutamol,18559-94-9,CC(C)(C)NCC(O)C1=CC(CO)=C(O)C=C1,C13H21NO3,A,Respiratory System
salmeterol,89365-50-4,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,C25H37NO4,B3,Respiratory System
salmeterol,89365-50-4,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC1=CC=CC=C1,C25H37NO4,B3,Respiratory System
sapropterin,62989-33-7,[H][C@@]1(CNC2=C(N1)C(=O)NC(N)=N2)[C@@H](O)[C@H](C)O,C9H15N5O3,B1,Metabolism
saquinavir,127779-20-8,[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CC(N)=O)NC(=O)C1=NC3=C(C=CC=C3)C=C1)[C@@H](C2)C(=O)NC(C)(C)C,C38H50N6O5,B1,Antimicrobials
saxagliptin,361442-04-8,[H][C@@]12C[C@]1([H])N([C@@H](C2)C#N)C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,C18H25N3O2,B3,Endocrine System
selegiline,14611-51-9,C[C@H](CC1=CC=CC=C1)N(C)CC#C,C13H17N,B2,Central Nervous System
selexipag,475086-01-2,CC(C)N(CCCCOCC(=O)NS(C)(=O)=O)C1=NC(C2=CC=CC=C2)=C(N=C1)C1=CC=CC=C1,C26H32N4O4S,B1,Cardiovascular System
selinexor,1393477-72-9,FC(F)(F)C1=CC(=CC(=C1)C1=NN(\C=C/C(=O)NNC2=NC=CN=C2)C=N1)C(F)(F)F,C17H11F6N7O,D,Antineoplastic Agents
selpercatinib,2152628-33-4,COC1=NC=C(CN2C3CC2CN(C3)C2=CC=C(C=N2)C2=CC(OCC(C)(C)O)=CN3N=CC(C#N)=C23)C=C1,C29H31N7O3,D,Antineoplastic Agents
semaglutide,910463-68-2,CC[C@H](C)[C@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CCCCNC(=O)COCCOCCNC(=O)COCCOCCNC(=O)CC[C@@H](NC(=O)CCCCCCCCCCCCCCCCC(O)=O)C(O)=O)NC(=O)[C@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CCC(N)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CO)NC(=O)[C@@H](NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)C(C)(C)NC(=O)[C@@H](N)CC1=CN=CN1)[C@@H](C)O)[C@@H](C)O)C(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(=O)N[C@@H](CCCNC(N)=N)C(=O)NCC(O)=O,C187H291N45O59,D,Endocrine System
sertindole,106516-24-9,FC1=CC=C(C=C1)N1C=C(C2CCN(CCN3CCNC3=O)CC2)C2=C1C=CC(Cl)=C2,C24H26ClFN4O,C,Central Nervous System
sertraline,79617-96-2,CN[C@H]1CC[C@@H](C2=CC(Cl)=C(Cl)C=C2)C2=CC=CC=C12,C17H17Cl2N,C,Central Nervous System
sevoflurane,28523-86-6,FCOC(C(F)(F)F)C(F)(F)F,C4H3F7O,B2,Drugs Used in Anaesthesia
sibutramine,106650-56-0,CC(C)CC(N(C)C)C1(CCC1)C1=CC=C(Cl)C=C1,C17H26ClN,C,Metabolism
silodosin,160970-54-7,C[C@H](CC1=CC2=C(N(CCCO)CC2)C(=C1)C(N)=O)NCCOC1=CC=CC=C1OCC(F)(F)F,C25H32F3N3O4,B3,Genitourinary System
simeprevir,923604-59-5,[H][C@]12C[C@]1(NC(=O)[C@]1([H])C[C@H](C[C@@]1([H])C(=O)N(C)CCCC\C=C/2)OC1=CC(=NC2=C1C=CC(OC)=C2C)C1=NC(=CS1)C(C)C)C(=O)NS(=O)(=O)C1CC1,C38H47N5O7S2,B3,Antimicrobials
simvastatin,79902-63-9,[H][C@]12[C@H](C[C@@H](C)C=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)C(C)(C)CC,C25H38O5,D,Cardiovascular System
siponimod,1230487-00-9,CCC1=CC(=CC=C1CN1CC(C1)C(O)=O)C(\C)=N\OCC1=CC=C(C2CCCCC2)C(=C1)C(F)(F)F,C29H35F3N2O3,D,Allergy and Immune System
sirolimus,53123-88-9,[H][C@@]1(C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@@]3([H])C(=O)O2)OC)CC[C@@H](O)[C@@H](C1)OC,C51H79NO13,C,Allergy and Immune System
sitagliptin,486460-32-6,N[C@@H](CC(=O)N1CCN2C(C1)=NN=C2C(F)(F)F)CC1=CC(F)=C(F)C=C1F,C16H15F6N5O,B3,Endocrine System
sitaxentan,184036-34-8,CC1=NOC(NS(=O)(=O)C2=C(SC=C2)C(=O)CC2=CC3=C(OCO3)C=C2C)=C1Cl,C18H15ClN2O6S2,X,Cardiovascular System
sofosbuvir,1190307-88-0,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](N2C=CC(=O)NC2=O)[C@](C)(F)[C@@H]1O)OC1=CC=CC=C1,C22H29FN3O9P,B1,Antimicrobials
solifenacin,242478-37-1,O=C(O[C@H]1CN2CCC1CC2)N1CCC2=CC=CC=C2[C@@H]1C1=CC=CC=C1,C23H26N2O2,B3,Genitourinary System
sorafenib,284461-73-0,CNC(=O)C1=NC=CC(OC2=CC=C(NC(=O)NC3=CC(=C(Cl)C=C3)C(F)(F)F)C=C2)=C1,C21H16ClF3N4O3,D,Antineoplastic Agents
sotalol,3930-20-9,CC(C)NCC(O)C1=CC=C(NS(C)(=O)=O)C=C1,C12H20N2O3S,C,Cardiovascular System
sotorasib,2252403-56-6,CC(C)C1=NC=CC(C)=C1N1C(=O)N=C(N2CCN(C[C@@H]2C)C(=O)C=C)C2=CC(F)=C(N=C12)C1=C(O)C=CC=C1F,C30H30F2N6O3,B3,Antineoplastic Agents
spectinomycin,1695-77-8,[H][C@@]12O[C@H](C)CC(=O)[C@]1(O)O[C@]1([H])[C@@H](NC)[C@@H](O)[C@@H](NC)[C@H](O)[C@@]1([H])O2,C14H24N2O7,B1,Antimicrobials
spironolactone,52-01-7,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,C24H32O4S,B3,Cardiovascular System
spironolactone,52-01-7,[H][C@@]12CC[C@@]3(CCC(=O)O3)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@]([H])(CC2=CC(=O)CC[C@]12C)SC(C)=O,C24H32O4S,B3,Endocrine System
stavudine,3056-17-5,CC1=CN([C@@H]2O[C@H](CO)C=C2)C(=O)NC1=O,C10H12N2O4,B3,Antimicrobials
stiripentol,49763-96-4,CC(C)(C)C(O)\C=C\C1=CC2=C(OCO2)C=C1,C14H18O3,B3,Central Nervous System
sugammadex,343306-71-8,O[C@@H]1[C@@H](O)[C@@H]2O[C@H]3O[C@H](CSCCC(O)=O)[C@@H](O[C@H]4O[C@H](CSCCC(O)=O)[C@@H](O[C@H]5O[C@H](CSCCC(O)=O)[C@@H](O[C@H]6O[C@H](CSCCC(O)=O)[C@@H](O[C@H]7O[C@H](CSCCC(O)=O)[C@@H](O[C@H]8O[C@H](CSCCC(O)=O)[C@@H](O[C@H]9O[C@H](CSCCC(O)=O)[C@@H](O[C@H]1O[C@@H]2CSCCC(O)=O)[C@H](O)[C@H]9O)[C@H](O)[C@H]8O)[C@H](O)[C@H]7O)[C@H](O)[C@H]6O)[C@H](O)[C@H]5O)[C@H](O)[C@H]4O)[C@H](O)[C@H]3O,C72H112O48S8,B2,Drugs Used in Anaesthesia
sulfacetamide,144-80-9,CC(=O)NS(=O)(=O)C1=CC=C(N)C=C1,C8H10N2O3S,C,Ophthalmic Drugs
sulfadiazine,68-35-9,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=N1,C10H10N4O2S,C,Antimicrobials
sulfadoxine,2447-57-6,COC1=NC=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=C1OC,C12H14N4O4S,C,Antimicrobials
sulfamethizole,144-82-1,CC1=NN=C(NS(=O)(=O)C2=CC=C(N)C=C2)S1,C9H10N4O2S2,C,Antimicrobials
sulfasalazine,599-79-1,OC(=O)C1=CC(=CC=C1O)\N=N\C1=CC=C(C=C1)S(=O)(=O)NC1=NC=CC=C1,C18H14N4O5S,A,Alimentary System
sulfinpyrazone,57-96-5,O=C1C(CCS(=O)C2=CC=CC=C2)C(=O)N(N1C1=CC=CC=C1)C1=CC=CC=C1,C23H20N2O3S,B2,Musculoskeletal System
sulindac,38194-50-2,CC1=C(CC(O)=O)C2=CC(F)=CC=C2\C1=C/C1=CC=C(C=C1)S(C)=O,C20H17FO3S,C,Musculoskeletal System
sulthiame,61-56-3,NS(=O)(=O)C1=CC=C(C=C1)N1CCCCS1(=O)=O,C10H14N2O4S2,D,Central Nervous System
sumatriptan,103628-46-2,CNS(=O)(=O)CC1=CC=C2NC=C(CCN(C)C)C2=C1,C14H21N3O2S,B3,Cardiovascular System
sunitinib,557795-19-4,CCN(CC)CCNC(=O)C1=C(C)NC(\C=C2/C(=O)NC3=C2C=C(F)C=C3)=C1C,C22H27FN4O2,D,Antineoplastic Agents
tacrine,321-64-2,NC1=C2CCCCC2=NC2=CC=CC=C12,C13H14N2,C,Cholinergic and Anticholinergic Agents
tacrolimus,104987-11-3,CO[C@@H]1C[C@@H](CC[C@H]1O)\C=C(/C)[C@H]1OC(=O)[C@@H]2CCCCN2C(=O)C(=O)[C@]2(O)O[C@@H]([C@H](C[C@H]2C)OC)[C@H](C[C@@H](C)C\C(C)=C\[C@@H](CC=C)C(=O)C[C@H](O)[C@H]1C)OC,C44H69NO12,C,Allergy and Immune System
tadalafil,171596-29-5,[H][C@]12CC3=C(NC4=CC=CC=C34)[C@H](N1C(=O)CN(C)C2=O)C1=CC2=C(OCO2)C=C1,C22H19N3O4,B1,Cardiovascular System
tafamidis,594839-88-0,OC(=O)C1=CC=C2N=C(OC2=C1)C1=CC(Cl)=CC(Cl)=C1,C14H7Cl2NO3,D,Cardiovascular System
tafenoquine,106635-80-7,COC1=CC(C)=C2C(OC3=CC=CC(=C3)C(F)(F)F)=C(OC)C=C(NC(C)CCCN)C2=N1,C24H28F3N3O3,C,Antimicrobials
tafluprost,209860-87-7,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\C(F)(F)COC1=CC=CC=C1,C25H34F2O5,B3,Ophthalmic Drugs
tamoxifen,10540-29-1,CC\C(=C(/C1=CC=CC=C1)C1=CC=C(OCCN(C)C)C=C1)C1=CC=CC=C1,C26H29NO,B3,Antineoplastic Agents
tamsulosin,106133-20-4,CCOC1=CC=CC=C1OCCN[C@H](C)CC1=CC(=C(OC)C=C1)S(N)(=O)=O,C20H28N2O5S,B2,Genitourinary System
tapentadol,175591-23-8,CC[C@H]([C@@H](C)CN(C)C)C1=CC(O)=CC=C1,C14H23NO,C,Central Nervous System
tazarotene,118292-40-3,CCOC(=O)C1=CN=C(C=C1)C#CC1=CC2=C(SCCC2(C)C)C=C1,C21H21NO2S,D,Drugs used in Dermatology
tegafur,17902-23-7,FC1=CN(C2CCCO2)C(=O)NC1=O,C8H9FN2O3,D,Antineoplastic Agents
tegaserod,145158-71-0,CCCCCNC(=N)N\N=C\C1=CNC2=C1C=C(OC)C=C2,C16H23N5O,B3,Alimentary System
